date,region,sales,orders,total_sessions,total_carts,total_checkouts,total_pageviews
25/04/2024,Colima,1874.98,1,212,11,6,636
12/12/2023,Morelos,1875.76,3,867,23,22,2315
12/09/2024,Baja California,1877.1,3,1731,57,16,4100
02/09/2023,Querétaro,1877.55,3,828,31,11,2254
27/09/2024,Chiapas,1879.54,2,418,16,6,1285
13/08/2024,Nayarit,1879.68,3,243,12,1,800
11/08/2023,Oaxaca,1879.82,3,195,3,4,568
30/09/2023,Hidalgo,1879.87,2,229,5,4,724
22/11/2023,Baja California Sur,1879.95,4,353,19,14,1256
17/10/2023,Guerrero,1879.98,2,409,13,1,1259
03/09/2023,Sinaloa,1883.79,5,812,28,14,2345
23/12/2023,Oaxaca,1883.9,3,290,8,12,683
09/09/2024,Tamaulipas,1884.75,5,1525,56,19,4428
30/06/2024,Hidalgo,1884.84,3,731,25,13,2064
27/06/2024,Baja California,1884.98,3,1308,45,20,3883
29/09/2023,Guerrero,1885.67,3,229,11,6,740
10/03/2024,Tabasco,1885.79,2,901,27,11,2454
03/09/2023,Baja California,1885.95,2,751,20,13,1868
10/02/2024,Aguascalientes,1886.23,1,230,6,10,557
16/10/2023,Chihuahua,1887.45,4,1508,50,30,4321
15/05/2024,Durango,1887.46,5,1376,34,14,3335
25/09/2023,Baja California,1887.69,3,804,30,12,2131
19/09/2023,Tamaulipas,1887.86,3,616,30,12,1828
13/08/2023,Sonora,1889.28,2,977,33,16,2750
12/09/2023,Sinaloa,1889.6,4,823,25,8,2148
07/08/2023,Coahuila,1889.83,2,897,17,4,2141
30/10/2023,Chihuahua,1889.84,4,2028,70,48,5896
12/06/2024,Sinaloa,1889.9,2,1161,35,11,3447
10/12/2023,Oaxaca,1889.97,2,262,15,8,930
18/08/2023,Colima,1889.97,1,183,4,1,425
13/06/2024,Guanajuato,1889.99,3,1445,51,22,4406
26/06/2024,Querétaro,1889.99,3,1057,48,21,3888
08/09/2024,Baja California,1891.83,3,2318,81,25,5602
18/09/2024,San Luis Potosí,1894.66,4,491,13,7,1555
13/06/2024,Guerrero,1894.67,2,439,9,6,1387
26/04/2024,Querétaro,1894.71,3,1056,35,19,2953
09/08/2023,Sonora,1894.77,4,991,35,20,2736
20/04/2024,Durango,1894.83,2,247,8,3,910
18/11/2023,Aguascalientes,1895.14,3,562,25,19,1676
09/09/2024,Zacatecas,1895.46,5,508,15,10,1285
17/09/2023,San Luis Potosí,1896.04,5,245,13,7,1021
01/09/2023,Chihuahua,1897.48,4,815,22,9,2087
28/12/2023,Sinaloa,1898.7,2,807,38,28,1948
11/02/2024,Chihuahua,1899.53,2,845,29,27,2789
15/08/2023,Sonora,1899.79,2,1188,36,10,3148
06/09/2023,Tamaulipas,1899.85,2,751,26,11,1884
23/06/2024,Baja California Sur,1899.93,2,259,14,2,733
05/07/2024,Colima,1899.94,2,229,12,4,720
26/06/2024,Tamaulipas,1899.94,5,818,35,15,2558
14/07/2024,Tabasco,1899.95,3,1338,48,17,3764
12/06/2024,Chihuahua,1899.96,2,1160,47,19,3368
13/06/2024,Chiapas,1899.96,1,392,18,5,1403
14/02/2024,Tamaulipas,1899.97,1,575,21,19,1890
27/04/2024,Aguascalientes,1899.97,2,279,7,3,711
16/07/2024,Nayarit,1899.98,2,365,17,13,967
01/06/2024,Querétaro,1899.99,1,743,36,17,2656
04/07/2024,Sonora,1900.04,2,1268,38,6,3677
25/08/2023,Querétaro,1900.77,2,737,44,12,2048
28/01/2024,Tlaxcala,1903.17,2,151,3,4,358
30/08/2023,Guanajuato,1903.48,4,728,24,13,1894
25/02/2024,Tlaxcala,1903.79,2,136,7,9,539
30/09/2024,Quintana Roo,1904.64,4,1816,68,23,5201
19/01/2024,Quintana Roo,1904.91,4,900,37,26,2722
12/02/2024,Puebla,1905.9,3,1052,35,34,3396
31/10/2023,Yucatán,1907.49,2,2100,58,28,5807
08/05/2024,Tamaulipas,1909.12,2,1249,35,14,3249
19/06/2024,Aguascalientes,1909.95,3,372,16,8,1146
07/08/2023,Zacatecas,1912.49,2,213,9,4,690
22/11/2023,Tlaxcala,1912.72,3,205,14,7,791
04/11/2023,Tabasco,1914.64,4,687,32,26,2541
11/07/2024,Sonora,1914.79,3,1914,62,19,5281
04/05/2024,Tamaulipas,1914.96,3,1524,41,9,4285
21/08/2023,Querétaro,1917.8,4,1417,52,25,3735
08/08/2023,Nayarit,1917.95,2,165,7,3,484
06/10/2023,Sonora,1918.2,2,1316,36,13,3475
27/06/2024,Zacatecas,1918.75,3,293,12,6,899
28/12/2023,Colima,1919.52,1,125,12,5,398
12/05/2024,Tlaxcala,1919.81,3,222,14,8,643
04/06/2024,Guerrero,1919.87,2,382,9,5,1215
30/08/2023,Puebla,1919.87,3,667,27,13,1895
14/05/2024,Michoacán,1919.97,2,859,33,14,2423
07/06/2024,Puebla,1919.98,4,1274,34,19,3643
26/07/2024,Campeche,1922.87,4,488,29,23,1692
18/07/2024,Morelos,1923.82,3,1450,92,41,4736
25/04/2024,Campeche,1924.3,1,293,15,6,1066
13/08/2023,Sinaloa,1924.6,4,1059,42,14,3114
17/05/2024,Guerrero,1924.8,2,1148,38,14,2804
16/12/2023,Baja California,1927.79,4,1659,60,53,3881
25/10/2023,Quintana Roo,1928.71,2,847,31,18,2571
12/06/2024,Morelos,1929.77,2,817,29,10,2380
18/11/2023,Baja California,1929.83,3,1917,65,54,5791
23/08/2024,Durango,1929.88,2,344,9,5,958
24/05/2024,Tamaulipas,1929.92,4,849,27,19,2225
27/06/2024,Guerrero,1929.96,3,463,12,4,1199
05/04/2024,Tabasco,1929.98,3,1066,34,19,3343
21/08/2023,Aguascalientes,1931.24,4,441,12,4,1080
28/11/2023,Chihuahua,1934.6,5,1679,45,37,5038
02/11/2023,Sonora,1934.62,5,1148,31,15,3758
27/02/2024,Nuevo León,1934.7,4,3366,121,95,9562
21/02/2024,Sonora,1934.93,3,780,44,38,2756
05/08/2024,Baja California,1936.96,3,2134,76,17,5266
27/07/2024,Nayarit,1939.64,3,317,25,12,1417
26/06/2024,Hidalgo,1939.99,3,426,17,9,1458
02/08/2023,Quintana Roo,1940.61,5,821,28,10,2189
28/03/2024,Morelos,1945.78,2,784,33,15,2416
12/06/2024,Chiapas,1946.09,3,473,27,13,1553
20/01/2024,Chihuahua,1949.39,2,729,17,18,2077
08/06/2024,Sonora,1949.71,4,876,36,15,2664
03/12/2023,Hidalgo,1949.78,3,791,32,19,2150
15/11/2023,Campeche,1949.85,3,330,15,12,1032
07/03/2024,Aguascalientes,1949.85,3,399,9,5,1029
05/03/2024,Baja California Sur,1949.87,3,283,15,8,781
02/07/2024,Quintana Roo,1949.88,3,1554,40,20,4270
06/05/2024,Michoacán,1949.94,4,1413,46,13,3814
23/09/2024,Durango,1949.96,2,284,10,4,810
29/05/2024,Chihuahua,1949.96,3,893,29,24,2650
19/06/2024,Baja California,1949.96,4,1232,38,14,3155
05/07/2024,Yucatán,1949.97,2,1203,46,26,4127
28/05/2024,Baja California Sur,1949.98,2,255,7,2,756
10/03/2024,Quintana Roo,1949.98,2,1250,43,17,3340
16/09/2023,Hidalgo,1950.46,1,159,8,3,359
30/04/2024,Guerrero,1952.46,3,609,19,8,1459
08/10/2023,Chiapas,1952.81,3,364,14,7,1213
19/06/2024,Michoacán,1954.83,4,906,37,18,2757
12/08/2023,San Luis Potosí,1957.5,2,310,9,3,802
22/01/2024,Puebla,1958.76,4,1152,44,32,3104
22/01/2024,Baja California Sur,1959.39,1,260,8,5,958
22/06/2024,Sinaloa,1959.83,4,1029,43,10,2981
24/12/2023,Nuevo León,1959.84,3,2050,72,55,4745
28/06/2024,Puebla,1959.88,3,1785,78,27,5359
10/03/2024,Tamaulipas,1959.95,3,1353,32,8,3408
08/12/2023,Baja California Sur,1961.37,2,326,15,9,962
09/12/2023,Nayarit,1962.85,3,187,8,8,683
06/12/2023,Aguascalientes,1964.62,4,545,25,21,1671
07/02/2024,Puebla,1965.27,5,1116,48,44,3340
16/01/2024,Morelos,1966.64,3,543,22,15,1547
18/10/2023,Guanajuato,1968.42,3,1152,53,19,3811
27/11/2023,Colima,1968.77,4,302,25,20,1147
03/09/2024,Baja California,1969.72,4,1696,60,17,4356
24/05/2024,Chiapas,1969.95,2,425,10,11,1103
24/04/2024,Puebla,1969.96,4,1535,46,15,4091
25/11/2023,Hidalgo,1973.79,5,609,22,22,1878
29/08/2023,Guerrero,1974.26,2,251,10,3,717
29/01/2024,Morelos,1974.59,2,503,21,19,1441
16/03/2024,Campeche,1974.91,2,276,23,10,1209
31/01/2024,Tlaxcala,1974.98,2,150,8,7,644
09/09/2023,Baja California,1979.34,1,776,32,5,1956
21/01/2024,Tabasco,1979.42,2,719,20,23,2304
21/08/2023,Yucatán,1979.77,4,1179,44,12,3053
04/09/2024,San Luis Potosí,1979.78,3,686,22,9,1862
21/12/2023,Coahuila,1979.83,2,1431,52,41,3690
18/10/2023,Guerrero,1979.93,3,375,9,5,1260
13/01/2024,Nayarit,1981.48,2,153,3,2,475
18/06/2024,Querétaro,1983.83,4,1233,55,24,5065
07/02/2024,Tabasco,1984.63,2,704,29,21,2492
28/10/2023,San Luis Potosí,1984.79,3,515,28,19,1351
11/12/2023,Oaxaca,1985.9,3,210,9,7,573
16/12/2023,Puebla,1988.98,3,1871,69,68,4516
17/04/2024,Zacatecas,1989.61,2,375,14,9,1085
26/01/2024,Puebla,1989.74,4,1002,46,30,3098
07/02/2024,Coahuila,1989.78,3,788,45,33,2577
28/12/2023,Puebla,1989.79,4,1155,66,52,3446
09/10/2023,Morelos,1989.88,3,612,22,6,1667
16/01/2024,Oaxaca,1989.91,1,202,11,4,862
03/07/2024,Baja California,1989.91,3,1909,61,26,4713
15/10/2023,Colima,1989.92,2,141,1,4,320
07/04/2024,Baja California Sur,1989.94,3,304,15,7,793
01/08/2023,Oaxaca,1989.95,2,276,9,2,642
15/08/2024,Sonora,1989.96,4,1596,57,17,4609
21/09/2023,Guanajuato,1991.65,3,800,31,8,2485
09/06/2024,Morelos,1991.7,3,767,38,4,2417
02/01/2024,Querétaro,1993.73,5,965,43,42,2737
29/02/2024,Sinaloa,1994.36,4,1232,36,13,3117
13/08/2023,Hidalgo,1994.59,2,379,15,4,925
22/08/2023,Querétaro,1998.77,5,861,30,15,2293
26/10/2023,Quintana Roo,1998.92,3,1043,44,25,2980
18/08/2024,San Luis Potosí,1999.13,4,585,14,15,1658
29/01/2024,Hidalgo,1999.2,1,384,13,11,1296
14/10/2023,Durango,1999.56,4,221,6,2,683
09/05/2024,Colima,1999.6,1,208,10,8,600
18/08/2024,Oaxaca,1999.85,2,301,7,4,860
16/08/2024,Aguascalientes,1999.87,3,453,19,1,1289
11/08/2023,Baja California,1999.88,2,994,37,12,2356
23/12/2023,Morelos,1999.9,2,690,24,21,1418
19/09/2024,Oaxaca,1999.9,6,356,19,9,1193
04/11/2023,Guerrero,1999.9,1,153,5,2,469
05/10/2023,Guerrero,1999.9,1,495,14,6,1274
25/06/2024,Chiapas,1999.93,3,408,22,7,1368
08/04/2024,Tamaulipas,1999.94,3,1392,38,19,3900
01/07/2024,Nayarit,1999.96,2,276,18,11,814
18/06/2024,Chihuahua,1999.96,3,1251,66,29,3676
27/09/2024,Campeche,1999.97,2,353,16,8,1192
21/11/2023,Baja California Sur,1999.98,1,311,17,8,1146
10/11/2023,Colima,1999.98,2,128,13,14,449
09/04/2024,Colima,1999.98,1,307,16,7,961
14/09/2024,Nayarit,1999.98,1,154,3,1,550
29/08/2024,Nayarit,1999.98,2,213,8,1,612
18/04/2024,Tabasco,1999.98,2,1011,20,13,2986
26/09/2024,Oaxaca,1999.98,1,319,12,5,1053
09/07/2024,Campeche,1999.99,1,445,20,5,1358
21/04/2024,Guerrero,1999.99,1,511,13,5,1483
25/04/2024,Coahuila,1999.99,1,1004,37,21,2913
25/04/2024,Tlaxcala,1999.99,1,177,1,0,404
05/06/2024,Coahuila,1999.99,1,946,116,106,2809
19/06/2024,Morelos,1999.99,1,741,35,16,2354
12/02/2024,Tabasco,1999.99,1,637,21,20,1978
23/02/2024,San Luis Potosí,1999.99,1,296,9,5,772
11/05/2024,Durango,1999.99,1,248,8,4,535
31/01/2024,Tabasco,1999.99,1,644,25,21,1892
26/08/2024,Campeche,1999.99,1,477,13,5,1268
09/09/2024,Guerrero,1999.99,1,716,14,7,1792
10/08/2024,Coahuila,1999.99,2,1399,208,123,4486
28/06/2024,Aguascalientes,2000,1,415,11,3,1104
07/06/2024,Aguascalientes,2000,1,254,6,3,613
06/01/2024,Tamaulipas,2001.65,4,681,25,20,1874
15/06/2024,Guanajuato,2004.85,2,1241,35,22,3382
26/09/2024,Campeche,2005.02,2,393,16,6,1277
22/10/2023,Morelos,2007.74,2,554,17,6,1574
03/09/2024,Sinaloa,2008.58,6,1603,54,17,4632
08/11/2023,Querétaro,2008.75,4,1294,58,32,4036
13/11/2023,Durango,2009.48,2,261,16,8,956
07/05/2024,Guerrero,2009.53,3,662,27,12,1779
01/07/2024,Colima,2009.82,4,349,22,8,1151
17/06/2024,San Luis Potosí,2009.86,2,544,23,9,1878
17/08/2023,Chiapas,2009.89,2,437,16,7,1191
29/08/2024,Michoacán,2009.92,3,1174,46,14,3258
26/03/2024,Baja California,2010.15,3,1623,49,19,4260
31/08/2023,Guanajuato,2011.82,4,820,33,12,2257
09/08/2023,Sinaloa,2013.48,2,1081,37,14,2880
25/02/2024,Puebla,2014.66,2,968,41,32,2837
30/08/2024,Tabasco,2015.44,4,1132,28,13,3058
16/10/2023,Michoacán,2015.61,4,923,39,13,2754
04/08/2023,Baja California,2016.73,3,942,19,13,2078
03/11/2023,Tabasco,2017.82,4,757,27,21,2955
24/09/2023,Guerrero,2018.1,1,327,12,1,905
03/06/2024,Coahuila,2019.53,3,1059,111,95,2971
07/02/2024,Sinaloa,2019.66,5,1209,62,48,4019
22/02/2024,Chiapas,2019.77,2,274,12,9,1225
27/09/2023,Sinaloa,2019.87,3,795,34,8,2474
29/03/2024,Aguascalientes,2019.98,2,337,12,6,1011
13/10/2023,Sinaloa,2021,2,1459,64,13,4043
31/08/2023,Tabasco,2021.9,3,424,24,10,1219
09/02/2024,Querétaro,2024.46,2,928,36,25,2710
11/10/2023,Colima,2024.72,3,112,6,5,379
03/10/2023,Aguascalientes,2024.74,5,590,35,9,1821
13/08/2023,Michoacán,2024.83,3,725,29,10,1933
31/05/2024,Guanajuato,2024.94,4,947,27,12,2926
12/10/2023,Coahuila,2024.98,1,1188,38,12,3086
20/02/2024,Quintana Roo,2026.34,4,888,33,28,2738
14/02/2024,Hidalgo,2026.87,3,277,15,16,1087
01/11/2023,Puebla,2029.46,4,850,19,21,2251
25/11/2023,Baja California,2029.83,4,1649,72,40,4705
06/12/2023,Baja California,2029.98,2,2179,74,66,5981
26/03/2024,Coahuila,2030.93,3,1093,43,19,3047
12/08/2023,Coahuila,2031.83,4,780,19,6,1867
06/10/2023,Chiapas,2034.13,2,365,12,4,1109
18/08/2023,Chihuahua,2034.76,5,1400,46,13,3392
21/09/2024,Sonora,2034.89,3,1145,52,16,3257
18/05/2024,Coahuila,2036.93,2,2452,77,30,6462
17/03/2024,Zacatecas,2037.74,2,311,14,5,929
04/08/2024,Nayarit,2037.75,4,247,12,10,985
31/12/2023,Quintana Roo,2039,1,554,19,18,1224
30/12/2023,Chiapas,2039,1,339,14,10,929
01/01/2024,Tabasco,2039,1,668,19,10,1822
18/02/2024,Guanajuato,2039.25,2,1329,48,44,3900
17/09/2023,Chihuahua,2039.82,5,746,25,14,2192
07/09/2024,Guerrero,2039.89,3,1105,26,5,2853
10/10/2023,Chihuahua,2039.93,3,1288,39,13,3914
05/11/2023,Oaxaca,2039.93,2,187,15,7,743
19/08/2023,Morelos,2039.96,2,594,19,5,1310
07/10/2023,Michoacán,2040.5,4,824,22,12,2221
26/11/2023,Oaxaca,2040.73,3,325,10,5,917
06/10/2023,Guerrero,2041.43,2,463,21,10,1249
26/07/2024,Baja California,2041.81,5,1752,112,40,5467
08/06/2024,Baja California,2041.82,3,1205,27,11,2907
28/06/2024,Michoacán,2044.46,4,1266,67,26,4044
23/08/2023,Puebla,2045.69,4,758,33,19,2226
06/08/2024,Yucatán,2047.94,6,1777,62,32,5169
24/08/2024,Guerrero,2049.69,2,604,15,4,1795
11/09/2023,Sonora,2049.76,5,1001,37,10,2873
19/08/2023,Baja California Sur,2049.79,2,297,9,3,859
04/08/2023,Coahuila,2049.86,5,984,28,19,2483
10/07/2024,Tlaxcala,2049.86,3,339,12,7,1030
02/10/2023,Chiapas,2049.88,2,584,17,6,1713
21/12/2023,Chihuahua,2049.94,2,1402,59,40,3780
08/10/2023,Sinaloa,2051.05,4,1434,53,16,3887
11/09/2023,Aguascalientes,2053.32,3,307,14,6,789
14/12/2023,Baja California Sur,2054.37,3,372,11,9,1166
13/04/2024,Sonora,2054.68,4,1032,34,9,3054
28/12/2023,Baja California Sur,2054.89,1,201,8,8,537
28/09/2024,Yucatán,2057.25,4,1479,69,28,4748
03/03/2024,Nayarit,2059.74,2,204,7,5,529
30/04/2024,Campeche,2059.86,3,334,14,8,922
19/09/2024,Colima,2059.91,3,315,15,4,956
31/01/2024,Coahuila,2059.93,3,705,30,26,2026
24/06/2024,Chihuahua,2059.96,2,1292,44,17,3738
01/09/2024,Oaxaca,2059.97,3,400,11,2,1128
07/09/2023,Michoacán,2060.73,4,680,18,9,1734
02/09/2024,Nayarit,2069.43,3,241,5,4,622
12/09/2024,Tlaxcala,2069.54,3,493,18,4,1410
06/10/2023,Sinaloa,2069.85,4,1402,56,26,4151
12/04/2024,Durango,2069.92,3,351,14,9,985
14/11/2023,Baja California Sur,2069.95,2,262,9,7,899
02/05/2024,Coahuila,2069.96,2,1474,45,20,4160
13/03/2024,Aguascalientes,2069.98,2,362,19,10,1087
05/12/2023,Chiapas,2070.77,3,628,22,14,1885
01/08/2023,Querétaro,2071.38,2,1335,55,26,3752
04/08/2023,Guanajuato,2072.62,3,1069,38,17,2845
05/10/2023,San Luis Potosí,2072.65,3,535,17,8,1381
16/07/2024,Tabasco,2073.96,4,1702,61,18,4892
06/11/2023,Chihuahua,2074.23,3,1433,61,28,4963
11/06/2024,Guerrero,2074.59,4,490,21,8,1658
03/08/2023,Chihuahua,2074.78,4,1203,28,24,3267
10/01/2024,San Luis Potosí,2074.93,2,416,11,7,1113
06/01/2024,Chiapas,2074.98,2,312,7,13,868
31/08/2023,Chiapas,2075.76,3,269,12,4,886
09/05/2024,Chihuahua,2075.85,2,1136,28,14,3067
19/08/2023,Tabasco,2077.22,3,616,19,8,1601
24/08/2024,Tamaulipas,2077.71,4,1089,37,18,3175
02/08/2023,Zacatecas,2079.15,2,345,12,5,894
07/09/2023,Chiapas,2079.46,1,297,16,6,1010
22/10/2023,Baja California,2079.52,2,1110,39,16,3302
06/03/2024,Nayarit,2079.76,2,205,13,5,754
25/09/2024,Tabasco,2079.91,3,1010,49,14,3232
18/05/2024,Zacatecas,2079.92,3,637,22,12,1679
21/06/2024,Baja California,2079.94,5,1192,33,18,3041
14/05/2024,Morelos,2079.97,2,1041,29,9,2663
06/04/2024,Aguascalientes,2082.94,2,403,11,5,1167
06/12/2023,Tabasco,2083.23,5,1048,53,55,4030
11/06/2024,Hidalgo,2084.78,3,539,18,10,1638
11/09/2023,Chihuahua,2088.83,5,1190,38,18,3212
28/08/2024,Baja California,2089.76,5,1613,55,21,4151
28/06/2024,Hidalgo,2089.76,3,645,25,14,2149
24/12/2023,Coahuila,2089.95,3,530,15,17,1303
05/10/2023,Chiapas,2090.05,3,387,12,6,1185
20/10/2023,Guanajuato,2092.56,5,1093,42,18,3530
16/05/2024,Baja California Sur,2092.88,2,657,24,8,1661
17/08/2023,Oaxaca,2093.81,1,243,6,4,665
18/03/2024,Guerrero,2094.85,2,602,25,7,1821
21/07/2024,Tlaxcala,2096.4,4,432,19,8,1319
26/06/2024,Guerrero,2096.73,3,384,22,7,1113
17/08/2023,Tamaulipas,2096.91,3,1079,37,26,2898
22/12/2023,Chihuahua,2098.68,5,1219,43,45,3228
17/08/2024,Oaxaca,2098.86,3,303,11,2,1056
18/12/2023,Chiapas,2099.47,3,553,21,15,1486
13/02/2024,Puebla,2099.61,2,1179,37,34,3356
22/06/2024,Zacatecas,2099.69,2,224,10,6,753
24/09/2024,Zacatecas,2099.83,3,349,12,3,1079
20/02/2024,Coahuila,2099.9,4,691,19,19,1820
08/03/2024,Tabasco,2099.92,2,840,28,13,2430
01/09/2024,Zacatecas,2099.94,2,495,15,3,1310
29/04/2024,Baja California,2099.97,2,1291,38,13,3286
02/01/2024,Baja California,2099.97,1,814,23,19,2289
09/03/2024,Tabasco,2099.97,2,948,29,17,2582
12/04/2024,Aguascalientes,2099.98,1,415,13,5,1121
02/05/2024,Aguascalientes,2099.98,2,491,27,8,1276
03/10/2023,Quintana Roo,2107.7,4,1270,42,18,3310
04/08/2023,Sonora,2107.83,4,1057,32,13,2872
20/03/2024,Guerrero,2109.53,3,545,30,16,2025
11/03/2024,Nayarit,2109.9,3,395,6,4,743
08/04/2024,Aguascalientes,2109.97,2,563,13,9,1500
29/08/2024,Querétaro,2110.03,3,1352,55,17,3964
17/09/2024,Aguascalientes,2114.58,4,489,15,16,1489
28/07/2024,Nayarit,2114.62,5,243,15,7,1240
29/05/2024,Colima,2114.65,3,147,8,6,493
26/10/2023,Sinaloa,2114.66,4,1749,72,41,5100
14/11/2023,Baja California,2115.68,3,1100,41,35,3608
12/01/2024,Durango,2119.46,3,231,9,8,654
31/10/2023,Quintana Roo,2119.61,4,1712,49,32,4457
28/09/2023,Nayarit,2119.75,3,78,5,0,359
27/06/2024,Hidalgo,2119.83,3,481,22,16,1805
05/01/2024,Michoacán,2119.95,3,627,22,21,1615
01/04/2024,Durango,2119.97,2,408,14,4,1326
01/12/2023,Oaxaca,2119.98,2,373,20,10,1254
12/02/2024,Querétaro,2120.16,5,967,39,29,2992
06/04/2024,Morelos,2123.31,4,830,23,10,2268
20/08/2023,Hidalgo,2123.78,4,531,19,13,1529
28/11/2023,Oaxaca,2124.31,1,286,15,7,951
09/10/2023,Chihuahua,2124.38,6,1330,42,21,3964
10/12/2023,Zacatecas,2124.67,4,318,13,24,1154
12/09/2023,Puebla,2127.79,4,733,28,13,1978
20/07/2024,Nayarit,2129.67,5,278,18,6,988
27/09/2024,Sonora,2129.94,3,1174,52,17,3466
09/02/2024,Hidalgo,2130.4,3,403,17,14,1250
27/10/2023,Morelos,2131.78,2,731,26,20,2113
07/11/2023,Sonora,2134.31,5,1503,55,33,4936
24/10/2023,Veracruz,2134.67,5,1824,68,46,5587
08/04/2024,Hidalgo,2135.88,3,612,16,9,1836
19/10/2023,Chiapas,2139.39,2,306,8,3,968
02/11/2023,Guerrero,2139.48,3,193,5,12,702
27/12/2023,Zacatecas,2139.71,3,169,7,3,476
02/05/2024,Quintana Roo,2139.8,4,1551,60,26,4398
05/10/2023,Sinaloa,2144.73,5,1588,62,15,4269
11/08/2023,Tlaxcala,2144.74,2,171,10,14,479
02/07/2024,Morelos,2144.89,3,1224,36,10,3305
28/08/2024,Tabasco,2146.88,6,1165,35,22,3336
14/10/2023,Sinaloa,2149.58,3,1308,48,14,3748
09/12/2023,Michoacán,2149.69,4,887,32,20,2695
12/08/2024,Coahuila,2149.96,3,1565,266,188,5543
23/06/2024,Chiapas,2149.97,3,374,16,6,1248
05/09/2024,Hidalgo,2149.97,4,1119,27,13,2686
28/06/2024,Coahuila,2149.97,3,1443,146,107,4060
05/08/2023,Tabasco,2149.99,2,538,19,10,1669
09/11/2023,Coahuila,2150.4,3,1163,41,25,3702
18/04/2024,Sinaloa,2151.59,3,1492,44,24,4087
05/11/2023,Zacatecas,2154.51,4,249,7,4,823
05/09/2023,Hidalgo,2156.43,2,389,16,4,937
06/11/2023,Campeche,2157.32,3,297,12,11,1140
21/05/2024,Chiapas,2158.64,4,730,29,16,2147
07/03/2024,Campeche,2158.92,1,356,9,6,1066
05/12/2023,Chihuahua,2159.32,4,1717,66,47,5278
23/10/2023,Morelos,2159.7,2,537,15,10,1609
30/06/2024,Querétaro,2159.74,3,1623,69,20,5880
28/07/2024,Durango,2159.74,4,349,20,6,1152
24/06/2024,Chiapas,2159.83,4,440,18,9,1438
16/12/2023,Tamaulipas,2159.94,4,1283,60,42,3494
26/09/2023,Coahuila,2159.96,2,690,27,11,1674
18/01/2024,Veracruz,2161.48,4,1794,71,51,5341
20/03/2024,Oaxaca,2162.97,2,246,12,6,759
20/09/2024,Chiapas,2164.08,2,524,27,7,1557
29/01/2024,Chihuahua,2164.41,5,748,32,29,2374
19/06/2024,Tamaulipas,2164.9,3,851,30,8,2423
24/03/2024,Quintana Roo,2164.97,4,1397,60,31,4649
11/08/2023,Sonora,2166.73,5,912,29,13,2677
21/04/2024,Coahuila,2167.05,3,1205,29,8,3084
09/05/2024,Quintana Roo,2168.87,4,1136,40,18,3148
23/08/2024,Tabasco,2169.58,2,1211,43,21,3606
03/08/2024,Tamaulipas,2169.65,4,1330,46,17,3666
23/09/2024,Guerrero,2169.77,4,484,17,5,1598
01/08/2023,Hidalgo,2169.83,4,531,22,8,1586
21/11/2023,Tamaulipas,2169.91,4,1226,39,34,4012
03/04/2024,Sonora,2169.99,3,1639,58,13,4902
02/10/2023,Chihuahua,2172.36,4,1764,71,18,5031
17/02/2024,Oaxaca,2174.57,2,194,10,3,508
14/09/2024,Tlaxcala,2174.93,1,343,14,2,1090
05/10/2023,Morelos,2175.4,4,665,20,10,1883
10/04/2024,Aguascalientes,2177.3,3,401,10,4,1083
08/02/2024,Quintana Roo,2177.84,3,997,50,46,2879
25/01/2024,Querétaro,2178.84,5,871,34,26,2803
18/06/2024,Nayarit,2179.62,2,186,10,3,652
25/06/2024,Guerrero,2179.65,4,408,14,14,1479
28/08/2024,Sonora,2179.87,3,1251,43,12,3460
23/08/2024,Aguascalientes,2179.94,2,578,23,12,1791
05/09/2024,Michoacán,2179.95,4,2109,52,16,5696
17/09/2023,Guanajuato,2180.35,3,705,37,17,2442
12/11/2023,Chihuahua,2182.49,4,1371,52,35,4617
02/12/2023,Chihuahua,2183.31,5,1737,58,54,4827
10/03/2024,Sinaloa,2184.6,4,1828,47,15,4059
31/07/2024,Zacatecas,2184.89,2,398,14,6,1119
06/11/2023,San Luis Potosí,2185.46,4,470,10,5,1485
13/04/2024,Quintana Roo,2189.78,3,1033,34,19,3034
21/06/2024,Chihuahua,2189.83,4,1045,54,15,3200
04/02/2024,Sinaloa,2189.88,4,1064,39,28,3335
13/05/2024,Quintana Roo,2189.92,4,1025,41,15,2839
28/01/2024,San Luis Potosí,2189.97,1,329,15,14,883
25/06/2024,Baja California,2189.98,4,1324,50,24,3384
22/09/2023,Campeche,2190.31,3,216,15,12,846
03/08/2023,Hidalgo,2194.49,6,548,25,18,1743
08/09/2024,Tamaulipas,2194.6,4,1542,44,23,4365
23/09/2023,Tabasco,2194.88,2,423,21,14,1451
27/05/2024,Veracruz,2194.95,5,1422,41,25,4254
30/07/2024,Colima,2197.88,3,270,18,8,920
25/05/2024,Guanajuato,2198.9,5,1228,35,28,3358
25/10/2023,Chihuahua,2199.45,4,1452,48,45,4332
10/10/2023,Yucatán,2199.73,5,1020,44,19,3103
07/12/2023,Coahuila,2199.83,2,1483,55,34,4843
04/09/2023,Sinaloa,2199.87,5,792,33,10,2173
10/10/2023,Nayarit,2199.89,1,193,10,1,646
21/09/2024,San Luis Potosí,2199.95,2,584,15,13,1689
14/06/2024,Coahuila,2199.97,3,1132,141,76,3174
18/01/2024,Coahuila,2202.24,5,828,32,32,3054
10/08/2023,Chihuahua,2203.89,4,1017,32,22,2692
20/09/2023,Oaxaca,2204.36,3,257,11,3,925
