date,region,sales,orders,total_sessions,total_carts,total_checkouts,total_pageviews
09/11/2023,Aguascalientes,2204.54,3,384,14,11,1304
20/01/2024,Guanajuato,2204.61,4,1058,36,36,3030
17/02/2024,Tamaulipas,2204.9,5,919,24,26,2849
26/09/2024,Tamaulipas,2204.92,3,1207,32,12,3747
13/05/2024,Tamaulipas,2204.92,4,1024,31,16,2570
29/11/2023,Zacatecas,2209.49,2,296,12,5,1009
06/06/2024,Puebla,2209.85,3,1272,44,21,3656
06/07/2024,San Luis Potosí,2209.97,2,501,18,7,1414
22/11/2023,Nayarit,2212.38,3,250,11,9,818
05/02/2024,Chihuahua,2212.48,3,843,35,33,2780
24/12/2023,Morelos,2213.59,3,382,13,23,843
28/09/2023,Puebla,2214.66,3,609,21,1,1906
12/06/2024,Michoacán,2214.82,4,960,27,17,2819
01/07/2024,Yucatán,2214.84,3,1376,37,23,3985
16/06/2024,Yucatán,2214.97,4,1060,46,20,3078
21/11/2023,Chiapas,2216.43,2,481,20,16,1821
28/05/2024,Tlaxcala,2219.13,2,183,9,5,415
06/12/2023,Guerrero,2219.66,3,413,18,15,1220
16/06/2024,Nayarit,2219.94,3,143,5,8,522
16/09/2024,Baja California,2219.96,2,1428,51,18,3761
10/07/2024,Oaxaca,2220.48,3,338,8,4,959
16/01/2024,Puebla,2224.82,4,1285,49,40,3512
25/09/2023,Chihuahua,2226.1,4,853,43,14,2561
28/05/2024,San Luis Potosí,2226.24,4,263,13,11,832
24/08/2023,Nuevo León,2227.32,6,2567,113,43,7320
01/12/2023,Aguascalientes,2228.58,4,613,22,16,1711
31/08/2023,Sinaloa,2228.6,5,837,31,14,2275
16/01/2024,Guanajuato,2229.45,4,1213,48,38,3601
21/08/2024,Baja California,2229.8,4,1677,71,25,4498
14/08/2024,Chihuahua,2229.86,6,1337,53,18,4055
23/12/2023,Michoacán,2229.89,2,1013,30,26,2198
31/05/2024,Tamaulipas,2229.94,2,663,21,8,2097
06/09/2024,Chihuahua,2229.96,4,1864,61,16,4843
01/06/2024,Sonora,2231.77,4,806,40,26,2599
20/03/2024,Durango,2233.26,4,344,9,5,849
11/01/2024,Coahuila,2234.1,5,689,28,16,2078
29/08/2024,Tabasco,2234.54,5,1026,34,12,3411
03/03/2024,Guanajuato,2234.54,4,1573,53,19,4389
22/01/2024,Sinaloa,2236.72,7,1081,50,38,3253
08/12/2023,Chihuahua,2239.8,5,1188,47,38,3766
21/06/2024,Tamaulipas,2239.8,4,974,37,12,3015
12/07/2024,Puebla,2239.85,4,1285,57,28,3523
25/12/2023,Chihuahua,2239.94,4,468,19,13,1175
20/08/2023,Quintana Roo,2239.96,2,865,31,16,2346
10/07/2024,Campeche,2239.97,2,463,23,17,1511
22/01/2024,Nayarit,2239.98,1,142,7,8,397
13/04/2024,Querétaro,2239.98,2,1210,50,25,3329
28/05/2024,Campeche,2239.99,3,209,6,2,710
24/09/2023,Oaxaca,2241.32,2,174,13,9,585
10/09/2023,Chiapas,2244.47,3,319,15,6,1085
09/04/2024,Oaxaca,2244.6,2,288,11,7,1109
21/02/2024,Oaxaca,2244.74,2,147,7,4,501
23/10/2023,Sinaloa,2248.77,4,1245,78,27,4042
23/08/2024,Campeche,2249.41,3,502,11,7,1418
28/01/2024,Guerrero,2249.61,2,302,19,15,1325
04/07/2024,Coahuila,2249.74,4,1629,281,251,4999
14/09/2024,Sinaloa,2249.75,3,1084,36,10,2999
08/05/2024,Zacatecas,2249.9,3,368,10,7,768
30/10/2023,Michoacán,2249.97,2,1280,45,32,3619
07/10/2023,Puebla,2251.69,4,1355,50,15,3765
22/03/2024,Tamaulipas,2253.22,3,1153,29,12,3177
30/08/2023,Morelos,2254.19,4,318,9,10,1037
11/02/2024,Michoacán,2254.4,4,659,23,22,2021
12/10/2023,San Luis Potosí,2254.43,4,573,19,11,1635
06/10/2023,Tabasco,2254.63,3,648,25,16,1761
13/09/2024,Querétaro,2254.78,4,1804,66,20,4999
03/08/2023,Quintana Roo,2255.5,3,696,30,12,2018
26/08/2023,Yucatán,2255.82,4,633,25,15,1750
15/12/2023,San Luis Potosí,2257.33,4,529,18,15,1384
02/11/2023,Baja California,2257.48,3,1070,37,23,3210
27/08/2023,San Luis Potosí,2259.58,4,340,15,13,879
04/01/2024,Campeche,2259.81,1,236,13,7,726
10/08/2024,San Luis Potosí,2259.82,3,536,20,12,1745
09/02/2024,Chihuahua,2259.84,4,839,33,29,2642
03/12/2023,Chiapas,2259.85,3,631,15,14,1750
01/07/2024,Guerrero,2259.86,3,682,20,12,2061
20/06/2024,Colima,2259.87,3,219,15,4,674
09/07/2024,Hidalgo,2259.97,3,765,31,13,2299
15/11/2023,Morelos,2259.98,3,652,33,23,2271
12/12/2023,Zacatecas,2261.69,3,351,13,12,1036
22/09/2023,Aguascalientes,2264.35,6,258,9,5,785
01/09/2024,Chihuahua,2264.55,5,1638,62,23,4725
15/04/2024,Baja California Sur,2264.78,2,366,18,7,1242
10/08/2023,Tamaulipas,2264.91,4,816,25,8,2245
06/08/2023,Sinaloa,2264.97,2,1123,40,13,3202
19/03/2024,San Luis Potosí,2266.55,3,545,20,8,1620
08/10/2023,Tamaulipas,2269.38,3,1037,31,12,3087
21/02/2024,Campeche,2269.71,2,247,19,13,1256
27/08/2023,Campeche,2269.84,2,218,7,5,617
21/11/2023,Tabasco,2269.98,3,959,36,31,3750
15/10/2023,Tamaulipas,2274.09,4,1071,31,8,3029
17/08/2023,Campeche,2275.49,2,278,10,6,1021
20/06/2024,Durango,2278.35,1,226,8,2,629
05/11/2023,Guanajuato,2279.48,4,1330,57,25,4576
07/12/2023,Baja California,2279.97,2,1949,74,61,5692
15/04/2024,Sinaloa,2280.36,5,1455,41,14,3931
30/09/2023,Coahuila,2281.43,5,466,15,7,1383
15/09/2023,Puebla,2281.48,3,410,10,4,1087
06/06/2024,Tlaxcala,2281.68,3,167,10,4,512
10/09/2023,Michoacán,2282.88,4,657,27,13,1815
30/08/2023,Sinaloa,2284.58,3,683,34,10,1711
21/01/2024,Yucatán,2286.47,5,1047,54,39,3190
04/03/2024,Coahuila,2286.64,6,1088,35,13,2904
07/11/2023,Durango,2289.52,2,304,10,8,1044
21/04/2024,Quintana Roo,2289.9,3,1078,35,16,2851
21/12/2023,Querétaro,2289.97,2,1497,64,45,3916
26/05/2024,Baja California,2290.87,3,944,25,6,2137
10/04/2024,Hidalgo,2291.88,4,569,16,8,1866
20/09/2024,Campeche,2294.44,3,396,5,6,1165
04/09/2024,Guerrero,2294.59,5,668,13,4,1691
20/08/2023,Yucatán,2294.69,4,1043,29,8,2655
06/09/2023,San Luis Potosí,2294.92,3,353,14,9,1043
08/12/2023,Hidalgo,2295.36,5,476,19,14,1594
13/09/2023,Sonora,2295.66,4,800,28,9,2232
04/10/2023,Aguascalientes,2296.17,5,551,17,5,1469
13/08/2023,Zacatecas,2299.34,3,240,9,3,553
02/11/2023,Chihuahua,2299.7,3,1125,40,22,3523
12/06/2024,Coahuila,2299.88,4,1196,127,96,3723
15/03/2024,Baja California,2299.9,3,1291,41,26,3819
25/08/2024,Coahuila,2300.03,3,1501,228,205,5054
01/09/2024,San Luis Potosí,2300.03,2,776,22,10,2350
27/08/2024,San Luis Potosí,2300.03,2,810,15,9,2221
05/07/2024,Tamaulipas,2300.04,2,934,23,11,2494
07/07/2024,Hidalgo,2300.04,2,515,20,12,1623
28/09/2024,Sinaloa,2300.47,6,1606,89,21,4757
11/10/2023,Aguascalientes,2300.72,4,405,17,9,1279
11/06/2024,Chihuahua,2302.82,5,1057,46,17,3355
09/01/2024,Puebla,2304.27,3,1248,48,42,3699
03/01/2024,Guanajuato,2304.66,4,1418,71,80,4049
09/03/2024,Chihuahua,2304.77,3,1601,47,9,3926
08/11/2023,Chiapas,2304.78,3,430,6,4,1310
01/09/2023,Quintana Roo,2304.88,4,627,20,10,1885
08/11/2023,Aguascalientes,2307.45,5,377,16,12,1364
01/05/2024,Tamaulipas,2309.67,1,1555,38,15,4268
22/01/2024,Sonora,2309.84,4,874,36,28,2644
16/08/2024,Tlaxcala,2309.93,3,251,6,4,736
15/02/2024,Hidalgo,2309.94,2,406,16,13,1113
03/03/2024,Colima,2309.94,2,224,9,5,641
19/07/2024,Tlaxcala,2311.66,4,384,25,16,1278
20/07/2024,Oaxaca,2311.94,3,413,18,11,1368
28/09/2023,Baja California,2318.22,4,620,20,2,1997
02/09/2024,Tlaxcala,2319.72,3,267,10,7,780
08/09/2023,Sinaloa,2319.82,2,878,30,11,2465
26/08/2023,Guerrero,2319.9,3,309,10,2,983
17/06/2024,Querétaro,2319.93,4,1284,55,14,4743
09/07/2024,Colima,2320.01,3,335,12,10,914
13/09/2023,San Luis Potosí,2324.49,3,274,13,7,923
30/06/2024,Sinaloa,2324.89,4,1458,49,19,4029
05/08/2023,Yucatán,2324.92,4,879,29,10,2427
14/09/2023,Guanajuato,2327.88,3,587,23,16,1597
21/04/2024,Sinaloa,2328.96,3,1368,39,16,3531
03/08/2024,Guerrero,2329.69,3,707,25,10,1972
08/09/2024,Hidalgo,2329.9,3,1077,32,7,3020
13/12/2023,Chihuahua,2329.91,4,1743,61,48,4462
26/06/2024,Sinaloa,2329.93,4,1116,47,22,3305
05/04/2024,Quintana Roo,2329.98,2,1301,39,20,3660
17/06/2024,Chihuahua,2331.67,4,1355,45,23,4061
13/05/2024,Querétaro,2333.96,4,1145,52,18,2988
21/03/2024,Querétaro,2336.36,4,1170,45,26,3485
03/04/2024,Chiapas,2339.4,3,716,26,7,2248
20/02/2024,Chihuahua,2339.56,2,775,21,22,2524
19/08/2023,Chihuahua,2339.7,2,1422,35,10,3564
10/01/2024,Chiapas,2339.95,2,361,14,10,1038
25/03/2024,Baja California Sur,2339.98,1,390,6,4,1093
28/01/2024,Colima,2339.98,2,132,5,3,322
08/09/2023,Veracruz,2342.41,4,1265,51,20,3568
03/09/2024,Tamaulipas,2344.66,4,1304,30,15,3438
06/05/2024,Tabasco,2347.46,4,1055,40,13,2987
21/10/2023,Chihuahua,2348.84,3,1004,53,21,3071
08/11/2023,Chihuahua,2349.19,4,1445,50,25,4779
02/02/2024,Sinaloa,2349.24,5,970,42,35,3016
18/09/2024,Aguascalientes,2349.63,3,506,21,11,1551
31/08/2023,Durango,2349.87,3,153,2,1,314
07/09/2024,Hidalgo,2349.93,3,1353,33,11,3606
07/09/2024,Baja California,2349.95,3,2275,79,15,5346
19/05/2024,Aguascalientes,2349.96,4,768,32,8,2180
26/06/2024,Puebla,2349.96,4,1278,48,15,4005
04/06/2024,Yucatán,2349.97,3,945,42,15,2873
02/07/2024,Colima,2350.01,6,395,15,5,1150
07/11/2023,Tamaulipas,2350.9,3,1061,34,12,3426
02/01/2024,Chihuahua,2354.67,5,649,26,33,2160
17/04/2024,Aguascalientes,2354.98,3,446,20,8,1716
07/06/2024,Sonora,2355.89,3,882,27,11,2588
30/03/2024,San Luis Potosí,2358.09,4,369,15,10,1304
02/01/2024,Nayarit,2359.27,1,117,9,5,352
06/07/2024,Nayarit,2359.73,2,170,5,3,457
19/12/2023,Coahuila,2359.8,7,1382,57,46,4040
11/04/2024,Oaxaca,2359.85,3,250,10,5,794
25/08/2024,Sinaloa,2359.9,4,1367,50,18,3708
12/10/2023,Morelos,2359.91,3,559,20,11,1573
21/11/2023,Quintana Roo,2359.94,3,1168,46,52,4030
06/08/2023,Chihuahua,2359.94,4,1161,29,30,2903
16/08/2024,Chihuahua,2359.98,3,1367,45,19,3718
15/06/2024,Yucatán,2360.78,5,975,42,19,3007
25/05/2024,Puebla,2360.91,6,1335,43,21,3682
01/03/2024,Tamaulipas,2364.94,2,1020,25,7,2696
13/12/2023,Sonora,2368.84,4,1837,55,49,4716
29/02/2024,Yucatán,2369.6,3,1282,48,25,4115
09/06/2024,Sonora,2369.7,2,1051,49,13,3159
18/08/2024,Sinaloa,2369.78,4,1255,43,20,3750
30/07/2024,Durango,2369.9,3,305,6,8,893
02/04/2024,Chiapas,2372.08,3,721,24,12,2486
06/04/2024,Coahuila,2372.91,2,1023,30,12,3248
21/07/2024,Tamaulipas,2374.51,6,1671,75,34,5270
18/04/2024,Nayarit,2374.77,3,171,3,3,408
16/06/2024,Baja California Sur,2374.88,3,230,9,6,632
19/06/2024,Chiapas,2378.9,4,385,17,11,1453
13/02/2024,Coahuila,2379.75,4,902,40,30,3005
14/09/2024,San Luis Potosí,2379.91,2,487,24,8,1360
26/11/2023,Chiapas,2379.93,2,792,34,19,2621
07/04/2024,Sonora,2379.97,2,1223,40,12,3419
26/09/2023,Puebla,2384.54,4,904,60,21,2581
03/04/2024,Aguascalientes,2384.73,3,591,28,9,1768
14/11/2023,Zacatecas,2384.89,3,279,18,13,909
13/12/2023,Puebla,2385.4,5,2292,79,63,5681
27/05/2024,Sonora,2385.92,4,943,40,17,2875
28/05/2024,Aguascalientes,2388.67,3,297,13,4,850
13/07/2024,Zacatecas,2389.68,3,568,23,13,1721
07/02/2024,Chihuahua,2389.84,4,922,40,44,2850
06/07/2024,Tabasco,2389.84,3,834,29,15,2423
12/08/2024,Quintana Roo,2389.89,3,1827,63,28,5385
27/11/2023,Baja California,2390,3,2084,92,51,6113
09/04/2024,Puebla,2395.74,4,1960,63,45,5671
09/06/2024,Guerrero,2395.95,4,428,21,11,1285
29/09/2023,Sonora,2397.75,3,522,23,5,1696
23/11/2023,Coahuila,2398.69,4,1152,41,35,3464
29/10/2023,Zacatecas,2399.4,1,337,16,7,894
14/08/2023,Sinaloa,2399.4,1,1206,35,12,3133
16/10/2023,Yucatán,2399.51,3,1258,53,15,3514
25/10/2023,Zacatecas,2399.55,1,239,3,10,629
02/08/2024,Chiapas,2399.65,2,646,18,9,1982
16/03/2024,Querétaro,2399.68,4,1088,49,27,3859
21/10/2023,Chiapas,2399.68,4,282,4,1,738
17/11/2023,Baja California Sur,2399.78,3,431,31,21,1348
21/09/2023,Yucatán,2399.79,3,776,33,16,2837
12/08/2023,Tlaxcala,2399.8,1,152,2,4,373
14/06/2024,Morelos,2399.82,2,641,22,5,1839
10/01/2024,Aguascalientes,2399.88,3,269,13,13,1057
05/04/2024,Baja California,2399.89,4,1862,51,21,4570
18/01/2024,Hidalgo,2399.9,3,404,22,15,1140
07/01/2024,Baja California Sur,2399.94,2,236,8,6,725
04/07/2024,Quintana Roo,2399.96,2,1113,26,8,2529
12/05/2024,Morelos,2399.97,2,1186,20,4,2466
19/05/2024,Oaxaca,2399.98,2,435,9,10,1087
07/05/2024,Baja California Sur,2399.99,1,393,10,3,995
08/06/2024,Campeche,2400,1,269,15,9,932
22/08/2024,Coahuila,2400.04,2,1506,234,210,4775
11/03/2024,Sinaloa,2402.31,3,2284,63,18,5175
24/05/2024,Querétaro,2408.63,5,597,21,15,1930
13/08/2023,Quintana Roo,2409.1,1,647,29,11,1483
06/08/2024,Tamaulipas,2409.75,6,1334,46,15,3973
06/12/2023,Chiapas,2409.82,5,558,22,19,1712
15/04/2024,Quintana Roo,2409.87,5,1167,44,26,3545
22/08/2023,Guanajuato,2411.71,4,901,32,14,2479
05/09/2023,Colima,2411.95,2,121,3,0,370
17/01/2024,Querétaro,2414.36,4,973,27,25,2676
25/09/2024,Sonora,2414.63,5,1322,78,19,4189
24/08/2023,Tamaulipas,2414.83,4,612,25,9,1866
06/09/2024,Coahuila,2414.9,4,2074,193,153,5802
13/02/2024,Michoacán,2414.98,2,672,32,24,2202
26/01/2024,Querétaro,2414.98,2,764,27,16,1991
14/08/2023,Michoacán,2415.57,6,914,30,11,2349
21/08/2023,Morelos,2416.12,3,613,21,9,1668
04/11/2023,Sinaloa,2416.79,3,1249,44,25,3719
14/07/2024,Oaxaca,2419.19,3,362,6,7,1088
13/12/2023,Nayarit,2419.71,2,280,12,7,741
29/05/2024,Oaxaca,2419.79,4,166,4,4,572
16/02/2024,Tabasco,2419.93,3,713,31,32,2136
30/03/2024,Oaxaca,2419.94,2,191,2,2,479
25/05/2024,Tabasco,2419.97,3,693,30,22,2217
24/08/2023,Veracruz,2421.57,5,1041,46,24,2930
03/01/2024,Tamaulipas,2422.19,5,748,27,21,2152
21/11/2023,Oaxaca,2424.73,5,268,13,9,1066
01/11/2023,Querétaro,2424.77,3,769,32,20,2408
24/01/2024,Coahuila,2424.8,4,735,28,25,2284
06/11/2023,Quintana Roo,2428.69,4,859,36,28,2775
25/08/2023,Sonora,2429.62,2,764,23,8,2031
19/08/2023,Oaxaca,2429.88,4,192,6,3,440
24/06/2024,San Luis Potosí,2429.95,4,416,20,5,1318
12/02/2024,Colima,2429.96,1,118,6,5,394
27/05/2024,Colima,2429.99,1,168,6,2,455
28/09/2023,Sinaloa,2431.65,5,623,32,6,1836
29/09/2024,Aguascalientes,2433.35,6,606,27,13,1703
13/09/2023,Veracruz,2434.71,4,925,42,18,2890
06/05/2024,Guerrero,2435.79,3,738,16,13,1892
24/08/2023,Querétaro,2435.91,2,742,25,15,2226
02/03/2024,Aguascalientes,2435.96,2,359,15,7,914
31/05/2024,Yucatán,2436.32,3,796,27,16,2526
27/05/2024,Campeche,2436.33,2,232,7,5,664
23/11/2023,Morelos,2436.79,4,694,35,25,2376
25/09/2024,Morelos,2439.73,4,857,25,10,2332
18/01/2024,Campeche,2439.76,2,314,18,9,996
02/04/2024,Tamaulipas,2439.84,5,1498,36,10,4331
29/11/2023,Morelos,2439.9,3,612,31,25,1915
08/01/2024,Yucatán,2441.49,4,1081,45,38,3173
29/03/2024,San Luis Potosí,2444.32,3,360,13,5,1081
07/10/2023,Chiapas,2444.45,5,383,17,8,1205
02/09/2023,Michoacán,2444.69,4,555,31,18,1564
13/11/2023,Tlaxcala,2445.32,3,198,13,11,649
05/11/2023,Nayarit,2446.5,5,253,14,10,953
02/01/2024,Campeche,2447.75,2,224,8,6,839
28/03/2024,Chiapas,2449.82,4,422,17,7,1229
03/04/2024,Hidalgo,2449.91,3,777,34,12,2180
25/05/2024,San Luis Potosí,2449.94,3,245,4,2,686
24/05/2024,Morelos,2449.99,2,685,21,6,2043
13/11/2023,Baja California Sur,2450.87,3,306,16,5,1052
27/11/2023,Chiapas,2452.64,3,795,41,23,2647
04/09/2023,Chihuahua,2453.82,3,987,26,11,2458
10/12/2023,Sonora,2454.71,5,1473,34,31,4366
22/11/2023,San Luis Potosí,2454.86,2,647,31,12,1998
15/10/2023,Chihuahua,2454.9,5,1385,48,22,3955
29/10/2023,Sinaloa,2455.2,3,1669,60,36,4755
29/09/2023,Chiapas,2457.29,3,194,9,5,681
06/06/2024,Yucatán,2457.84,5,959,30,19,2758
16/07/2024,Zacatecas,2458.49,4,638,24,9,1648
16/08/2023,Puebla,2459.51,5,1570,48,22,3785
02/09/2024,Hidalgo,2459.85,2,734,28,12,2115
30/09/2023,Yucatán,2463.77,3,542,19,8,1895
12/01/2024,Querétaro,2463.99,4,960,47,23,3159
29/09/2024,Sonora,2465.12,4,1514,57,11,4523
25/08/2024,Chihuahua,2466.94,3,1467,50,19,4379
08/04/2024,Chiapas,2467.39,5,608,26,11,1792
04/07/2024,San Luis Potosí,2468.77,3,642,20,12,1759
20/01/2024,Puebla,2469.48,3,1167,32,21,2686
27/04/2024,Sinaloa,2469.8,4,1091,42,19,2844
03/09/2024,Hidalgo,2469.84,4,838,36,15,2296
28/03/2024,Coahuila,2469.91,4,1125,34,10,2908
11/08/2023,Tamaulipas,2470.86,4,788,19,7,1919
12/04/2024,Coahuila,2471.87,4,1224,33,16,3407
24/03/2024,Morelos,2474.91,4,1070,40,13,3382
04/07/2024,Baja California,2474.93,3,1681,50,24,4305
20/12/2023,Chihuahua,2479.48,5,1434,53,40,3730
04/06/2024,Puebla,2479.62,3,1312,142,112,4067
22/08/2023,Baja California,2479.71,3,859,26,12,2199
15/06/2024,Baja California Sur,2479.86,2,258,14,6,671
16/06/2024,Baja California,2479.96,3,1176,39,19,2949
31/08/2023,San Luis Potosí,2480.94,2,310,11,9,960
04/06/2024,Coahuila,2484.61,4,1047,129,109,3071
14/10/2023,Sonora,2485.5,5,1214,38,15,3224
20/10/2023,Coahuila,2485.56,5,911,27,7,2579
04/10/2023,Guerrero,2486.75,6,606,19,10,1718
26/08/2023,Quintana Roo,2487.67,2,537,33,9,1534
23/02/2024,Tamaulipas,2489.5,4,689,27,31,2101
02/06/2024,Sonora,2489.61,3,752,27,16,2039
11/04/2024,Colima,2489.66,5,234,12,4,788
10/01/2024,Nayarit,2489.79,3,159,8,9,447
19/03/2024,Tamaulipas,2489.79,3,1229,43,21,3407
04/01/2024,Coahuila,2489.85,3,714,21,33,2235
26/04/2024,San Luis Potosí,2489.97,3,495,13,6,1536
14/05/2024,Chiapas,2489.97,2,386,11,6,1050
08/10/2023,Hidalgo,2491.7,4,529,27,13,1545
26/11/2023,Zacatecas,2491.74,3,522,28,19,1662
30/06/2024,San Luis Potosí,2493.76,3,691,30,10,2100
09/01/2024,Tamaulipas,2494.97,4,859,34,20,2611
17/10/2023,Veracruz,2495.55,7,1736,70,42,6093
09/07/2024,Nayarit,2499.49,2,262,6,7,792
31/10/2023,Morelos,2499.87,4,1192,42,19,3353
05/08/2023,Campeche,2499.87,2,210,7,1,544
02/06/2024,San Luis Potosí,2499.87,2,304,7,2,962
17/01/2024,Tlaxcala,2499.92,2,147,7,4,458
16/06/2024,Chihuahua,2499.95,1,1160,43,13,3231
21/08/2023,Guerrero,2499.95,2,543,14,6,1443
05/04/2024,Guerrero,2499.97,2,728,15,9,2095
11/08/2024,Sonora,2499.98,2,1617,85,18,4698
02/06/2024,Tabasco,2499.98,2,515,17,12,1613
08/10/2023,Tabasco,2499.99,1,658,25,7,1964
29/04/2024,Guerrero,2499.99,1,642,18,8,1749
08/08/2024,San Luis Potosí,2500.02,2,746,39,16,2298
08/10/2023,Aguascalientes,2503.49,4,416,22,7,1313
29/01/2024,Sonora,2504.96,3,858,26,22,2651
17/01/2024,Chihuahua,2505.55,4,834,34,29,2533
23/09/2023,Veracruz,2507.47,4,1137,53,16,3194
05/01/2024,Chiapas,2509.74,2,346,9,12,1008
13/06/2024,Baja California,2511.31,2,1237,45,12,3184
10/12/2023,Sinaloa,2513.3,4,1502,46,39,4481
04/12/2023,Nayarit,2514.71,2,292,10,8,884
28/08/2023,Guerrero,2514.73,2,245,6,6,715
14/09/2023,Coahuila,2515.1,4,580,16,11,1522
27/09/2023,Chihuahua,2518.4,3,765,36,9,2169
13/08/2023,Chiapas,2519.25,2,337,13,7,977
05/11/2023,Durango,2519.79,1,237,15,9,770
02/08/2023,Tlaxcala,2519.97,1,240,10,5,772
27/08/2024,Tabasco,2519.99,2,1464,39,24,4366
22/09/2024,San Luis Potosí,2522.96,5,566,31,12,1804
23/09/2024,Coahuila,2524.84,4,1518,158,121,4672
12/09/2023,Chihuahua,2524.85,4,903,27,15,2252
19/08/2024,Michoacán,2529.2,5,1409,54,24,4196
29/07/2024,Sonora,2529.77,6,1841,93,33,6080
22/08/2024,Baja California,2529.83,4,1603,57,13,4177
19/04/2024,Chihuahua,2529.97,2,1064,35,13,2653
18/03/2024,San Luis Potosí,2530.49,5,573,18,11,1721
07/09/2024,Querétaro,2532.54,3,2826,94,36,7410
15/04/2024,Campeche,2534.96,2,363,13,6,1213
14/09/2024,Hidalgo,2535.84,2,596,19,8,1530
17/12/2023,Colima,2537.63,3,225,5,5,599
29/09/2023,Yucatán,2538.97,2,557,20,3,1852
17/09/2023,Querétaro,2538.99,2,734,35,16,2227
20/09/2024,Aguascalientes,2539.47,4,532,21,9,1517
27/03/2024,Tamaulipas,2539.73,3,1187,28,15,3490
16/03/2024,Chihuahua,2539.79,5,1241,54,33,3720
16/12/2023,Chihuahua,2539.8,4,1324,52,40,3321
29/04/2024,Tamaulipas,2539.93,3,1430,34,22,4100
06/10/2023,Puebla,2539.93,2,1404,48,9,3463
20/04/2024,Veracruz,2539.95,4,1807,60,23,5397
28/03/2024,San Luis Potosí,2539.97,2,506,14,8,1420
21/03/2024,Aguascalientes,2539.98,2,393,33,10,1238
28/05/2024,Morelos,2540,2,702,35,12,2235
28/05/2024,Guanajuato,2541.31,6,1280,57,37,3818
03/08/2023,Aguascalientes,2544.37,2,329,6,3,932
09/11/2023,Puebla,2544.55,4,1422,63,34,4274
22/11/2023,Guerrero,2544.71,4,307,16,11,1177
29/08/2023,Tabasco,2544.76,2,385,23,18,1318
27/09/2023,Yucatán,2545.53,3,723,28,18,2154
29/07/2024,Puebla,2547.76,5,2013,99,38,6612
22/09/2024,Chiapas,2548.05,3,511,19,5,1660
26/06/2024,Yucatán,2549.83,4,883,42,30,3108
06/12/2023,Chihuahua,2549.94,4,1451,66,40,4218
29/07/2024,Zacatecas,2549.97,3,479,21,12,1514
04/09/2024,Chihuahua,2549.99,3,1406,41,21,3952
24/09/2023,Hidalgo,2550.89,3,338,15,6,1187
08/08/2023,Hidalgo,2552.78,5,433,14,4,1258
19/12/2023,Chihuahua,2553.92,5,1460,60,44,4133
28/09/2024,Tabasco,2554.72,4,1036,53,12,3352
03/11/2023,Yucatán,2554.77,5,1006,44,25,3007
28/09/2024,Sonora,2554.84,4,1424,64,17,4299
21/09/2024,Baja California,2554.85,4,1373,60,16,3871
25/05/2024,Chihuahua,2554.89,4,1020,36,19,2744
20/07/2024,Sonora,2556.76,5,1993,114,39,6654
04/08/2023,San Luis Potosí,2558.57,5,405,15,10,1167
11/08/2023,Querétaro,2559.1,2,968,39,9,2544
05/09/2023,Guanajuato,2559.42,4,1085,47,13,2867
29/01/2024,Tamaulipas,2559.8,3,812,26,24,2427
07/08/2023,Michoacán,2559.85,3,741,28,6,2033
09/08/2024,Michoacán,2559.89,4,1681,60,15,4892
26/08/2024,Aguascalientes,2559.94,4,669,24,14,1886
21/03/2024,Sonora,2559.94,4,1197,38,21,3562
14/03/2024,Michoacán,2559.95,3,871,41,17,2720
16/03/2024,Baja California Sur,2559.95,2,283,12,10,803
28/04/2024,San Luis Potosí,2559.96,1,539,12,4,1464
17/10/2023,Colima,2559.97,2,131,5,3,438
06/03/2024,Puebla,2559.97,2,1439,60,30,3779
17/05/2024,Nayarit,2559.98,3,366,7,4,902
28/04/2024,Sinaloa,2560.68,6,1337,47,20,3793
01/05/2024,Tabasco,2563.91,3,1022,33,14,2836
22/08/2023,Chihuahua,2564.96,2,836,20,9,2177
09/01/2024,Sinaloa,2566.59,4,1018,45,37,3323
11/12/2023,Coahuila,2568.55,7,1272,44,45,3794
06/10/2023,Veracruz,2569.85,4,1939,67,34,5545
27/06/2024,Tabasco,2569.94,4,865,36,16,2975
08/09/2024,Veracruz,2570.45,6,3008,81,28,8525
18/05/2024,Chiapas,2571.91,4,779,33,9,2194
03/12/2023,Michoacán,2573.61,4,1458,68,36,4034
17/07/2024,Chiapas,2574.96,3,699,42,19,2448
16/02/2024,Guanajuato,2579.29,3,1287,46,27,3948
05/10/2023,Campeche,2579.37,3,325,7,2,906
02/08/2023,Chihuahua,2579.61,4,1390,32,18,3442
25/01/2024,Tamaulipas,2579.83,4,766,28,21,2212
08/01/2024,Nayarit,2579.86,3,163,7,9,406
11/11/2023,Aguascalientes,2581.49,3,294,14,7,1108
04/11/2023,Campeche,2585.24,4,251,6,11,1030
02/12/2023,Baja California,2585.78,4,2213,88,63,5745
09/12/2023,Aguascalientes,2587.06,2,372,11,7,1004
06/04/2024,Querétaro,2588.76,3,1261,33,15,3612
23/06/2024,Yucatán,2589.36,4,942,44,30,2997
04/12/2023,Hidalgo,2589.39,4,804,23,13,2527
04/09/2023,Chiapas,2589.56,6,276,12,9,903
16/07/2024,Colima,2589.78,4,533,25,9,1348
14/02/2024,Guerrero,2589.94,2,291,12,7,924
09/08/2023,Puebla,2590.65,4,1222,31,17,2991
27/01/2024,Tlaxcala,2591.05,2,152,5,5,524
